Commodity_Classification,Commodity,Classification,County,Market,Date,Year,Month,Year_Month,WeekofYear,Year_Week,SupplyVolume,Retail,Wholesale,Unit
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Eldama_Ravine_Market,5/24/2021,2021,5,2021-05,21,2021-21,8000,35,24.44,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,5/24/2021,2021,5,2021-05,21,2021-21,11000,30,27,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,5/24/2021,2021,5,2021-05,21,2021-21,14000,30,27,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,5/24/2021,2021,5,2021-05,21,2021-21,13000,30,27,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,5/24/2021,2021,5,2021-05,21,2021-21,14000,35,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,5/24/2021,2021,5,2021-05,21,2021-21,15000,35,30,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Baringo,Kabarnet_Market,5/24/2021,2021,5,2021-05,21,2021-21,,30,,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,5/24/2021,2021,5,2021-05,21,2021-21,13000,35,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,5/24/2021,2021,5,2021-05,21,2021-21,13000,35,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Eldama_Ravine_Market,5/24/2021,2021,5,2021-05,21,2021-21,500,35,25.56,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,5/24/2021,2021,5,2021-05,21,2021-21,13000,35,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,5/24/2021,2021,5,2021-05,21,2021-21,14000,35,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,5/24/2021,2021,5,2021-05,21,2021-21,14000,35,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Kabarnet_Market,5/24/2021,2021,5,2021-05,21,2021-21,4500,30,25.56,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,5/24/2021,2021,5,2021-05,21,2021-21,14000,30,27,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,5/24/2021,2021,5,2021-05,21,2021-21,13000,30,27,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,5/24/2021,2021,5,2021-05,21,2021-21,12000,35,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Eldama_Ravine_Market,5/24/2021,2021,5,2021-05,21,2021-21,3000,40,24.44,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,5/24/2021,2021,5,2021-05,21,2021-21,12000,40,35,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,5/24/2021,2021,5,2021-05,21,2021-21,14000,35,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Eldama_Ravine_Market,5/24/2021,2021,5,2021-05,21,2021-21,800,45,25.56,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Baringo,Marigat_Market,5/24/2021,2021,5,2021-05,21,2021-21,14000,30,27,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Kabarnet_Market,5/24/2021,2021,5,2021-05,21,2021-21,2700,30,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,5/24/2021,2021,5,2021-05,21,2021-21,14000,30,27,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Eldama_Ravine_Market,5/24/2021,2021,5,2021-05,21,2021-21,8000,40,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,5/24/2021,2021,5,2021-05,21,2021-21,15000,30,27,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Eldama_Ravine_Market,5/24/2021,2021,5,2021-05,21,2021-21,18000,35,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Kabarnet_Market,5/24/2021,2021,5,2021-05,21,2021-21,4500,30,50,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Baringo,Marigat_Market,5/24/2021,2021,5,2021-05,21,2021-21,15000,35,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,5/24/2021,2021,5,2021-05,21,2021-21,15000,30,27,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Baringo,Eldama_Ravine_Market,5/24/2021,2021,5,2021-05,21,2021-21,1000,40,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Eldama_Ravine_Market,5/24/2021,2021,5,2021-05,21,2021-21,600,40,25.56,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Bungoma,Chwele_Market,5/24/2021,2021,5,2021-05,21,2021-21,9000,24,24.44,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Bungoma,Kimilili_Town_Market,5/24/2021,2021,5,2021-05,21,2021-21,1800,37.5,32.5,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Chwele_Market,5/24/2021,2021,5,2021-05,21,2021-21,3600,24,24.44,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Kamukuywa_Market,5/24/2021,2021,5,2021-05,21,2021-21,45000,35,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Kimilili_Town_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,35,32.5,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Bungoma,Chwele_Market,5/24/2021,2021,5,2021-05,21,2021-21,13500,28,26,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Bungoma,Kamukuywa_Market,5/24/2021,2021,5,2021-05,21,2021-21,9000,35,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Bungoma_Town_Market,5/24/2021,2021,5,2021-05,21,2021-21,900,35,30,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Bungoma,Chwele_Market,5/24/2021,2021,5,2021-05,21,2021-21,4500,28,26,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Kamukuywa_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,45,40,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Bungoma,Chwele_Market,5/24/2021,2021,5,2021-05,21,2021-21,9000,28,26,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Chwele_Market,5/24/2021,2021,5,2021-05,21,2021-21,9000,28,26,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Bungoma,Chwele_Market,5/24/2021,2021,5,2021-05,21,2021-21,13500,28,26,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Kimilili_Town_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,37.5,35,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Bungoma,Chwele_Market,5/24/2021,2021,5,2021-05,21,2021-21,18000,28,26,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Kamukuywa_Market,5/24/2021,2021,5,2021-05,21,2021-21,9000,35,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Kamukuywa_Market,5/24/2021,2021,5,2021-05,21,2021-21,9000,37.5,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Bungoma_Town_Market,5/24/2021,2021,5,2021-05,21,2021-21,630,40,30,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Bungoma,Chwele_Market,5/24/2021,2021,5,2021-05,21,2021-21,18000,28,26,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Bungoma_Town_Market,5/24/2021,2021,5,2021-05,21,2021-21,1800,40,35,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Bungoma,Chwele_Market,5/24/2021,2021,5,2021-05,21,2021-21,18000,28,26,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Bungoma_Town_Market,5/24/2021,2021,5,2021-05,21,2021-21,9000,40,35,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Amoni_Market,5/24/2021,2021,5,2021-05,21,2021-21,1800,26,24,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Busia,Amoni_Market,5/24/2021,2021,5,2021-05,21,2021-21,1500,32.5,24,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Amoni_Market,5/24/2021,2021,5,2021-05,21,2021-21,1500,30,24,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Busia,Port_Victoria_Market,5/24/2021,2021,5,2021-05,21,2021-21,500,55,45,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Amoni_Market,5/24/2021,2021,5,2021-05,21,2021-21,1200,28,24,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Busia,Nambale_Market,5/24/2021,2021,5,2021-05,21,2021-21,,37.5,33.33,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Busia,Nambale_Market,5/24/2021,2021,5,2021-05,21,2021-21,,35,33.33,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Amoni_Market,5/24/2021,2021,5,2021-05,21,2021-21,1500,24,24,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Amoni_Market,5/24/2021,2021,5,2021-05,21,2021-21,1200,28,24,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Busia_Market,5/24/2021,2021,5,2021-05,21,2021-21,540,32.5,24.44,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Busia,Port_Victoria_Market,5/24/2021,2021,5,2021-05,21,2021-21,200,50,83.33,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Amoni_Market,5/24/2021,2021,5,2021-05,21,2021-21,1200,28,24,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Busia_Market,5/24/2021,2021,5,2021-05,21,2021-21,900,32.5,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Busia_Market,5/24/2021,2021,5,2021-05,21,2021-21,1000,35,24.44,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Amoni_Market,5/24/2021,2021,5,2021-05,21,2021-21,1200,28,24,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Busia_Market,5/24/2021,2021,5,2021-05,21,2021-21,540,35,24.44,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Busia,Amoni_Market,5/24/2021,2021,5,2021-05,21,2021-21,1000,28,24,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,5/24/2021,2021,5,2021-05,21,2021-21,,50,26.67,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Elgeyo-Marakwet,Kapsowar_Market,5/24/2021,2021,5,2021-05,21,2021-21,,45,35.56,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,5/24/2021,2021,5,2021-05,21,2021-21,7200,35,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,5/24/2021,2021,5,2021-05,21,2021-21,4500,35,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Flax_Market,5/24/2021,2021,5,2021-05,21,2021-21,90,33,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,5/24/2021,2021,5,2021-05,21,2021-21,4500,35,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapcherop_Market,5/24/2021,2021,5,2021-05,21,2021-21,450,32.5,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,5/24/2021,2021,5,2021-05,21,2021-21,,35,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Flax_Market,5/24/2021,2021,5,2021-05,21,2021-21,90,28,,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapcherop_Market,5/24/2021,2021,5,2021-05,21,2021-21,450,32.5,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,5/24/2021,2021,5,2021-05,21,2021-21,7200,31.11,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Flax_Market,5/24/2021,2021,5,2021-05,21,2021-21,360,28,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,5/24/2021,2021,5,2021-05,21,2021-21,1800,40,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Flax_Market,5/24/2021,2021,5,2021-05,21,2021-21,630,28,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Flax_Market,5/24/2021,2021,5,2021-05,21,2021-21,180,28,25.56,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,5/24/2021,2021,5,2021-05,21,2021-21,900,40,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapcherop_Market,5/24/2021,2021,5,2021-05,21,2021-21,9000,32.5,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Flax_Market,5/24/2021,2021,5,2021-05,21,2021-21,270,28,25.56,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,5/24/2021,2021,5,2021-05,21,2021-21,1800,40,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Flax_Market,5/24/2021,2021,5,2021-05,21,2021-21,90,28,,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,5/24/2021,2021,5,2021-05,21,2021-21,900,40,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapcherop_Market,5/24/2021,2021,5,2021-05,21,2021-21,4500,30,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Flax_Market,5/24/2021,2021,5,2021-05,21,2021-21,180,28,25.56,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,5/24/2021,2021,5,2021-05,21,2021-21,4500,31.11,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Flax_Market,5/24/2021,2021,5,2021-05,21,2021-21,180,28,,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,5/24/2021,2021,5,2021-05,21,2021-21,27000,35,26.67,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Embu,Embu_Town_Market,5/24/2021,2021,5,2021-05,21,2021-21,10820,35,28.89,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Embu,Embu_Town_Market,5/24/2021,2021,5,2021-05,21,2021-21,3000,80,29,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Embu,Embu_Town_Market,5/24/2021,2021,5,2021-05,21,2021-21,8000,35,28.89,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,2000,80,60,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,3000,80,60,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,1000,80,60,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,1000,80,60,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,80,60,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,1000,80,56,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,80,60,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,80,60,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,2000,80,60,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,80,60,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,6000,80,60,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,1000,80,60,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,6000,80,56,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,1000,80,55,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,80,60,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,6000,80,56,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,750,20,10,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,750,20,10,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,1000,80,60,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,1000,80,55,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,1000,80,56,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,6000,80,55,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,6000,80,55,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,80,55,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,80,55,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,80,55,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,80,60,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,80,60,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,80,55,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,80,55,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,80,60,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,6000,80,60,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,80,60,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,80,60,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,80,60,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,80,60,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,80,60,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,80,60,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,10000,80,56,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,6000,80,58,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,5/24/2021,2021,5,2021-05,21,2021-21,6000,80,60,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Homa-Bay,Homabay_Soko_Mjinga_Market,5/24/2021,2021,5,2021-05,21,2021-21,270,40,30.83,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Homa-Bay,Homabay_Soko_Mjinga_Market,5/24/2021,2021,5,2021-05,21,2021-21,270,40,28.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Homa-Bay,Homabay_Soko_Mjinga_Market,5/24/2021,2021,5,2021-05,21,2021-21,360,35,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Homa-Bay,Homabay_Soko_Mjinga_Market,5/24/2021,2021,5,2021-05,21,2021-21,540,30,25,Kg
